	SRR6357070_ReadsPerGene.out.tab	SRR6357071_ReadsPerGene.out.tab	SRR6357072_ReadsPerGene.out.tab
YBR252W	1780	2537	2103
YBL082C	1116	1632	1281
YBL002W	16891	23217	19379
YBL098W	915	1406	1067
YBR117C	269	415	306
YBR214W	1754	2065	1840
YBR169C	2802	4056	2739
YBR207W	2254	3592	2793
YBR155W	2043	3243	2280
YBL106C	1440	2039	1555
YBR237W	1331	1948	1565
YBR193C	731	1024	830
YBR149W	4909	7579	5760
YBR013C	338	544	407
YBL063W	1793	2732	2290
YBL029C-A	530	637	595
YBR147W	60	101	64
YBR246W	1821	2613	1924
YBR002C	1363	2108	1641
YBR023C	7358	11275	8323
YBL088C	4497	6671	4866
YBL064C	1543	2151	1655
YBL007C	18395	26422	20822
tL(UAA)B2	1	4	7
YBL093C	1551	2415	1838
YBL091C	5467	8274	6809
YBR142W	6866	9520	7269
YBR047W	153	185	145
YBR238C	6260	8112	8110
YBR067C	5753	9531	7361
YBR010W	15773	24404	22141
YBL054W	2531	3983	3197
YBR209W	64	94	61
YBL060W	745	1189	941
YBR089W	2	0	1
YBR025C	31488	43482	34616
YBR040W	27	27	22
YBR230C	1228	1632	1387
YBL027W	63022	83526	76363
YBL100C	1059	1286	1046
YBR261C	1894	2771	2130
YBR034C	6563	9788	7343
YBR101C	4529	6163	4469
YBL010C	477	699	546
YBR053C	1350	1882	1472
YBL059C-A	495	783	593
YBR255C-A	206	383	317
YBL042C	3741	6684	4318
YBL039C	15644	21037	16084
YBR217W	326	452	375
YBR200W-A	5	1	5
YBL003C	15248	17636	16316
YBR069C	13155	18757	13871
YBR056W-A	18	16	16
YBR009C	18903	22681	19535
YBL038W	988	1399	1051
YBR056C-B	0	0	0
YBR081C	3829	5601	4379
YBR007C	1362	1911	1669
YBR146W	2166	3267	2322
YBR171W	2255	3165	2638
YBL028C	2092	2834	2410
YBR135W	1197	1477	1389
YBR264C	548	794	624
YBR043C	1370	2179	1681
YBL059W	277	381	309
YBR131W	712	1209	893
YBR233W-A	368	570	465
YBR092C	10968	14311	12755
YBR126C	7342	10680	8185
YBR057C	1299	1848	1455
YBR086C	14886	21414	17326
YBR174C	3	4	1
snR56	111	204	173
YBR281C	3318	4418	3288
YBL103C	1121	1841	1421
tG(GCC)B	0	0	0
YBR159W	3787	6177	5016
YBR118W	148389	201790	161968
YBL004W	32290	46205	35441
YBR163W	1493	2237	1780
YBL013W	335	480	407
YBL112C	0	0	0
YBR231C	296	487	439
YBL066C	1661	2517	2028
YBR008C	821	1368	1033
YBL015W	1941	2714	2026
YBR038W	3763	5463	4767
YBL018C	653	956	727
YBR253W	540	779	691
YBL068W-A	0	0	0
YBR058C	4407	6105	4751
YBL084C	1231	1860	1513
YBR224W	22	15	15
YBR077C	707	952	789
YBL087C	23044	33879	30127
YBR098W	575	791	578
YBR239C	648	922	806
YBR168W	695	1024	824
YBL046W	815	1133	964
YBR003W	1897	2912	2070
YBR215W	1356	1988	1567
LSR1	348699	586292	444548
YBL025W	233	439	318
YBR105C	1474	2685	1892
YBR200W	1945	2714	2244
YBR190W	1	7	2
YBR248C	3205	4893	3510
YBR145W	493	753	583
YBL047C	16775	24024	20188
YBR099C	0	0	0
YBL014C	2230	3812	2845
YBR062C	900	1199	870
YBL092W	61464	83001	75304
YBR240C	113	186	195
YBR251W	932	1515	1029
YBR199W	4469	6915	5091
YBR128C	212	294	251
YBR139W	2959	4308	3551
YBL070C	8	11	7
YBR054W	4811	4949	4610
YBL039W-B	207	264	208
YBR072W	517	886	469
YBR111C	2675	4010	3045
YBL001C	1570	2391	2092
YBR110W	2194	3109	2463
YBL111C	24	28	21
YBL036C	1806	2721	2100
tR(UCU)B	0	0	0
YBL094C	1	0	2
YBR033W	756	1153	928
YBL073W	7	12	9
YBR096W	1967	2950	2476
YBL053W	19	15	10
YBR030W	1666	2527	1999
YBL076C	62206	89030	66878
YBR256C	2277	3071	2476
YBR162W-A	1745	2613	2463
YBL077W	36	46	39
YBR156C	1093	1501	1255
YBL012C	23	58	42
YBL008W-A	8	7	6
YBR297W	304	458	252
YBR189W	60909	89797	76872
YBL096C	11	17	16
YBR011C	38234	58088	45386
YBL041W	4502	6727	5359
YBL081W	1021	1588	1396
YBR089C-A	793	883	750
YBR103C-A	1	3	5
YBR296C	5404	8474	4835
YBL040C	2174	3188	2619
YBR165W	758	1100	906
YBL026W	1708	2541	2144
YBR082C	9694	13385	11442
YBR280C	734	1087	843
YBR061C	1948	2732	2292
YBL016W	1591	2249	1750
YBR175W	550	966	720
YBR029C	3611	5668	4374
YBL057C	1834	2332	1979
YBR298C-A	7	8	12
YBR192W	1013	1515	1190
tQ(UUG)B	2	2	5
YBR302C	104	180	106
YBR254C	782	1014	860
YBR204C	883	1308	1007
YBR220C	1523	2265	1751
YBR222C	4324	6209	5092
YBR290W	1315	1813	1527
YBR162C	22113	33004	29053
YBR167C	387	610	523
YBL033C	1480	2186	1631
YBR228W	510	754	549
YBR263W	13608	19249	15772
YBR250W	98	146	105
YBR272C	1015	1651	1179
YBR120C	472	706	484
YBR084C-A	48860	65440	58315
YBL062W	0	1	0
YBR301W	6	12	12
YBR076W	108	119	130
YBR210W	581	860	700
YBR106W	14896	20002	15699
YBR005W	2231	3245	2915
YBR153W	919	1346	1032
YBR132C	1114	1717	1088
YBR166C	1893	2670	2107
YBR221W-A	7	17	14
YBR131C-A	0	0	0
YBR161W	708	959	802
YBR109C	6597	8181	6911
YBR255W	959	1396	1151
YBR205W	3012	4530	3453
YBR296C-A	16	21	18
YBL043W	176	381	309
YBR130C	2818	4320	3506
YBR206W	107	170	152
YBR122C	1493	2016	1540
YBR295W	1733	2496	1905
YBR004C	2324	3289	2513
YBR202W	3956	5575	4922
YBR001C	1831	2782	2035
YBL113C	362	548	456
YBR288C	2555	3734	2784
YBR282W	595	993	728
YBL072C	38274	53030	46844
YBR103W	1121	1665	1263
YBR107C	562	789	627
YBL024W	11015	15661	12618
YBR012C	144	284	112
YBR188C	449	610	507
YBL075C	1029	1480	1116
YBR102C	2426	3470	2693
YBR006W	1245	1857	1311
YBL051C	5286	7496	5927
YBR196C	102954	157845	118023
YBL031W	704	970	716
YBR141W-A	0	0	0
YBL006W-A	0	0	0
YBL100W-C	88	135	88
YBR236C	1966	2856	2187
YBR276C	4368	6278	4760
YBR036C	4798	7580	5779
YBR045C	160	266	174
YBR291C	346	501	436
YBR137W	918	1253	1052
YBR079C	22620	32729	25509
YBR017C	9594	13018	9920
YBL044W	8	6	11
YBL023C	2759	3843	3182
YBR127C	37250	53362	42654
YBR152W	629	953	710
YBR035C	3165	4625	3749
YBR289W	2064	2906	2413
YBL017C	13235	20163	15110
YBR157C	804	1200	809
YBL104C	2470	3577	2703
YBL109W	6	9	17
tL(UAA)B1	1	3	5
YBR072C-A	9	18	13
YBR300C	6	15	12
YBR195C	1029	1482	1128
YBR233W	557	802	606
YBR262C	719	949	766
YBR020W	196	328	249
YBR085C-A	1883	2388	1925
YBR123C	1326	1915	1533
YBR221C	16495	24211	17880
YBL029W	442	630	534
YBL045C	7707	9842	8127
YBR191W-A	11	5	5
YBR154C	5025	6689	5558
YBR278W	246	351	247
YBR273C	1932	2740	2247
YBR032W	58	61	61
YBR048W	39538	52002	46488
YBR104W	1233	2095	1516
YBL079W	12366	17695	13650
YBR265W	2270	3031	2767
YBR249C	15601	21670	16980
YBR203W	692	954	733
YBR184W	262	342	244
YBR170C	2281	3730	2743
YBR173C	1882	2595	2238
YBR133C	3196	4416	3463
YBR275C	4758	7034	5521
YBL108W	0	1	2
YBL113W-A	0	0	0
YBL085W	4663	6818	5401
YBL052C	2144	3077	2294
YBL009W	1968	2917	2433
YBR283C	14429	21600	17234
YBR094W	2737	3687	2774
YBR258C	112	183	140
YBR201W	645	860	692
YBR070C	645	909	770
tE(UUC)B	3	1	5
YBR198C	3986	5984	4567
YBL056W	7631	11441	8331
YBL099W	25084	31449	25687
YBR257W	672	929	812
YBR126W-A	17	38	22
YBR242W	1240	1874	1531
YBL008W	1696	2416	1642
YBR181C	39189	57105	48094
tC(GCA)B	1	3	6
YBR052C	2448	3991	3079
YBR093C	7838	11562	9203
YBR049C	5451	7918	6255
YBR056W	2634	3930	3077
YBL030C	15446	21671	17537
tT(AGU)B	6	4	10
YBR141C	635	967	790
YBR226C	39	68	44
YBL005W	2414	3668	2865
YBR151W	2229	3840	2848
YBR144C	23	23	26
YBR178W	8	5	8
YBR138C	535	689	582
YBL090W	911	1350	970
YBL105C	5073	7717	5862
YBL102W	2019	2825	2396
YBL011W	4715	7135	4708
YBR095C	1384	1983	1418
YBR196C-B	104	134	140
YBL048W	80	140	99
YBR066C	852	1206	987
YBR292C	46	98	81
YBR018C	77	106	102
YBR194W	276	446	319
YBR076C-A	238	392	309
YBR108W	1634	2196	2042
YBR046C	703	1175	870
YBR235W	2213	3543	2743
YBR274W	1464	1976	1487
YBL006C	796	1161	980
YBR186W	273	385	329
YBR277C	0	4	4
YBR185C	863	1431	1062
YBL078C	355	527	387
YBR037C	622	914	678
YBR015C	7929	11880	9214
YBR016W	1893	2420	2267
YBL107W-A	2	0	2
YBL071W-A	205	357	271
YBR269C	632	1029	851
YBR266C	0	0	0
YBR055C	2553	3964	2890
YBR088C	422	594	519
tV(UAC)B	3	4	4
YBL019W	618	955	700
YBR112C	5910	8593	7454
YBR164C	2299	3264	2670
YBR148W	141	179	148
YBL020W	2506	3659	2860
YBR208C	4730	6937	9720
tD(GUC)B	4	3	6
YBR172C	4903	7454	5929
YBL097W	605	1015	870
YBR050C	130	248	168
YBR183W	568	680	550
YBR213W	235	390	330
YBR113W	154	225	212
YBL091C-A	403	698	503
YBR196C-A	48	86	71
YBR286W	27950	44177	35699
YBR268W	577	880	685
YBR058C-A	1545	1915	1737
YBR287W	6628	9232	7610
YBL083C	0	0	1
YBL061C	2630	3730	2738
YBR267W	1429	2303	1897
YBR114W	1532	2484	1763
YBL032W	5373	8100	6938
YBR219C	15	14	15
tF(GAA)B	2	1	8
YBR299W	83	130	111
YBR191W	31568	44589	40489
YBR125C	1302	1909	1458
YBL069W	1365	1779	1688
YBR223C	455	720	552
YBR074W	5928	8256	6476
YBR201C-A	98	148	139
YBR187W	4666	6609	5555
YBL021C	466	737	591
YBL049W	165	262	211
YBL035C	1847	2672	2154
YBL095W	83	104	89
YBR073W	6232	8732	6555
YBR109W-A	62	66	68
YBR260C	2131	3213	2599
YBR279W	3258	4265	3309
YBR211C	780	1061	792
YBR078W	52605	72714	64251
YBR063C	600	791	615
YBR028C	2084	2992	2366
YBL039C-A	0	0	0
YBR129C	982	1675	1199
YBL050W	2112	3300	2620
YBR051W	10	9	5
YBR080C	6895	9505	7428
YBL058W	5496	8012	6183
YBL101C	2911	4420	3546
YBR140C	14380	21293	16042
YBR021W	616	1084	786
YBR232C	0	5	1
YBR024W	450	744	573
YBL005W-B	8330	12744	9704
YBL100W-A	0	0	0
YBR012W-B	504	810	423
YBR012W-A	0	0	0
YBL005W-A	0	0	0
YBL100W-B	783	1230	806
YNR017W	3128	4647	3723
YNL105W	0	0	0
YNR069C	338	511	307
YNL306W	1344	2268	1631
YNL288W	2100	2800	2444
YNL191W	1239	1910	1470
YNL150W	36	75	60
YNL097C	617	848	660
tN(GUU)N1	16	10	13
YNL137C	2406	4030	2747
YNL331C	390	518	399
YNL030W	19028	22279	19462
YNL297C	6810	9374	7334
YNL102W	6539	9261	6910
YNR026C	1413	2290	1732
YNL152W	1172	1587	1341
YNL140C	20	25	17
YNL099C	1613	2530	1937
YNL182C	4429	6619	5180
YNL180C	2479	3409	2298
YNR001C	6739	9838	6438
YNL091W	6181	9046	7017
YNL157W	1861	2697	2232
YNL315C	1684	2415	1696
YNL221C	4294	6351	4622
YNR052C	2401	3643	2846
YNL061W	9475	14050	11089
YNL284C	1512	2480	1641
YNR040W	507	754	611
YNL246W	1313	2286	1848
YNL097W-A	0	0	0
YNL121C	12056	18515	13657
snR191	8698	13756	20799
YNL043C	58	96	82
YNR055C	2640	4200	2982
YNL039W	1829	2734	2080
YNR036C	1771	2913	2389
YNL304W	502	696	557
YNL119W	1296	1863	1510
YNL034W	139	249	286
YNL187W	565	921	679
YNL310C	772	1019	886
YNL277W	536	869	584
YNL126W	2048	2752	2186
tL(UAA)N	3	11	6
YNL210W	252	417	321
YNR041C	649	969	700
YNL193W	1621	2087	1768
YNL301C	8423	11566	9792
YNL263C	3081	4153	3536
YNL059C	4164	5947	4478
YNL028W	10	14	17
YNL044W	847	1300	1042
YNL026W	1578	2426	1797
YNL067W	11521	17098	13908
YNL205C	2	3	2
YNL104C	17031	24356	16971
YNL169C	1929	2733	2126
YNL268W	7006	10357	7904
YNL162W	24513	32528	30193
YNL257C	3288	4648	3622
YNL229C	2239	3440	2688
YNL042W-B	14	20	14
YNL248C	7291	10935	7989
YNR045W	891	1254	1005
YNR051C	6328	9577	7297
YNL190W	23798	30152	25265
YNL194C	184	257	188
YNL080C	1953	2914	2244
YNR005C	2	0	0
YNR064C	259	380	318
YNL145W	5608	7715	8140
YNR068C	222	313	196
YNL323W	2609	3564	2782
YNL003C	1164	1683	1303
YNL199C	2069	2954	2263
YNL048W	1819	2798	2207
YNL072W	866	1126	987
YNL224C	2224	2953	2291
YNL067W-A	6	13	8
YNR032W	1254	1756	1303
YNL206C	2076	3193	2497
YNR062C	314	463	365
YNL203C	28	54	41
YNL273W	2402	3420	2588
tI(AAU)N1	2	4	6
YNL213C	602	1044	771
YNL055C	19709	28374	22365
YNL170W	48	46	40
YNR013C	5899	8012	6796
YNL269W	13	16	11
YNR020C	318	450	389
YNL041C	3021	4144	3309
YNL234W	1054	1468	1099
YNL165W	816	1225	985
YNL116W	1130	1594	1319
YNL008C	2120	2948	2273
YNL309W	607	857	743
YNR015W	2032	2781	2297
YNR075W	596	893	746
YNL025C	657	967	677
YNL058C	707	1061	839
YNL313C	5771	9284	6982
YNL122C	417	586	495
YNL094W	2428	3834	2853
YNL001W	1967	3023	2486
YNL317W	1193	1734	1349
YNL035C	1918	2632	2008
YNL007C	8555	10808	8941
YNL162W-A	164	271	224
YNR039C	1522	2187	1728
YNL103W-A	106	140	120
tL(CAA)N	9	8	15
YNL052W	2227	3105	2716
YNL120C	0	0	0
YNL002C	6241	9302	7044
YNL311C	1448	2042	1666
YNR007C	458	756	520
YNL291C	2188	3222	2363
YNL195C	111	199	169
YNL087W	12101	17067	13385
tF(GAA)N	1	4	3
YNL217W	3345	4743	3913
YNL029C	738	1086	839
YNR028W	1826	2465	2191
YNL009W	240	342	289
YNL024C-A	649	1080	848
YNL334C	68	104	107
YNL319W	20	24	15
YNL295W	1263	1864	1533
tN(GUU)N2	1	6	4
YNL192W	12111	15713	12568
YNL149C	55	57	53
YNL071W	14338	21359	16957
YNL089C	38	43	34
YNL308C	3447	5455	4080
YNL239W	4883	7687	5639
YNL275W	992	1546	1206
YNR071C	105	146	130
YNL226W	1	1	0
YNL040W	1889	2978	2147
YNL117W	202	248	222
YNL050C	1171	1604	1329
YNL086W	249	346	270
YNL017C	7	11	19
YNR070W	1030	1562	1130
YNR067C	12221	16152	13603
YNL305C	927	1229	1105
YNL015W	918	1244	1123
YNL146C-A	34	54	35
YNL063W	700	1028	788
YNL294C	1604	2306	1848
YNR046W	2304	3360	2855
YNL167C	2070	3135	2471
YNL280C	3528	5355	4323
YNR002C	231	303	236
YNL036W	5040	5256	1059
YNL075W	2241	3573	2912
YNR058W	260	324	251
YNL054W	2945	4143	3122
YNR006W	1809	2550	2039
YNR042W	0	0	0
YNL261W	1499	2099	1841
YNL188W	902	1455	1157
YNL146W	54	67	54
YNL228W	1	0	1
YNL211C	195	295	269
YNR021W	9021	12974	10542
YNL201C	4761	7270	5416
YNR033W	3078	4669	3308
YNR034W	711	890	717
YNL272C	3276	4575	3259
YNL245C	589	962	750
YNR074C	890	1373	1029
YNL123W	7612	11215	8556
YNR016C	120722	166022	114157
YNL223W	408	696	524
YNR032C-A	338	578	501
YNL133C	359	429	338
YNL178W	97775	136298	115338
YNL065W	3109	6033	3992
YNR043W	8085	12130	9477
YNL021W	2669	3733	2951
YNL124W	1666	2764	2178
YNL312W	2344	3218	2669
YNL143C	65	108	78
YNL251C	2858	4387	3823
snR40	323	363	497
YNL299W	1456	2203	1842
snR19	79450	125656	106649
YNR049C	695	1009	872
YNL163C	4572	7331	5537
YNR073C	76	79	50
YNL127W	2163	3405	2396
YNL118C	5657	8067	6585
tT(AGU)N2	0	0	3
YNL189W	11597	15893	12498
YNL290W	2361	3534	2754
YNR025C	89	147	97
YNL250W	2303	3417	2472
YNL314W	405	603	533
YNL227C	492	739	595
YNL218W	829	1252	889
YNL004W	3142	4202	3326
YNR023W	1121	1568	1295
YNL092W	159	215	180
YNL324W	0	2	2
YNL233W	2514	3483	2733
YNL155W	2353	3494	2661
YNL020C	2396	3181	2688
YNL076W	1721	2516	2024
YNL200C	514	893	652
YNL177C	1627	2616	1931
YNL077W	1352	2132	1417
YNL293W	761	1103	824
YNL098C	4276	7010	5218
YNR004W	339	424	325
YNL049C	4856	6619	5381
YNR019W	3793	5532	4748
YNL031C	21938	30026	26706
YNL019C	178	251	198
YNL214W	305	359	332
YNL006W	1566	2139	1478
YNR030W	4315	6112	4465
YNL038W	980	1394	1063
YNL090W	225	370	322
YNL151C	1083	1589	1302
YNL254C	772	1101	873
YNR008W	1817	2696	2188
YNR038W	4734	6681	5533
YNR003W-A	0	0	0
YNL307C	6139	9015	7174
YNL131W	4487	6820	5203
YNL265C	490	678	584
YNL175C	2598	3578	2818
YNL042W	852	1171	894
YNL022C	1897	2902	2220
YNL056W	1138	1546	1229
YNL011C	767	1086	807
YNL329C	2770	3870	3041
YNL074C	2667	3769	3098
YNL093W	59	101	90
YNR047W	3875	5982	4542
YNL183C	1786	2502	2097
YNL057W	0	0	0
YNL238W	4082	6421	5144
YNL154C	7162	10543	8222
YNL267W	4565	6678	5255
tP(UGG)N2	13	27	28
YNL014W	377	614	457
NME1	26969	38592	57685
YNL078W	2133	3310	2456
YNL209W	115275	167992	137032
YNL253W	1054	1476	1159
YNL173C	1329	2058	1498
YNL066W	14830	22757	19347
YNL321W	3050	4474	3412
YNR054C	1226	1881	1505
YNR072W	179	285	247
YNR076W	65	83	62
YNR031C	5063	7660	5593
YNL110C	3392	5038	4064
YNL232W	2160	2916	2287
YNL262W	7561	11758	9278
YNL142W	366	526	412
YNL129W	795	1175	921
YNR014W	350	445	443
YNL005C	2307	3642	2472
YNL174W	0	0	1
YNL335W	31	52	49
YNL240C	1567	1988	1606
YNL318C	9	10	14
YNL256W	4308	6285	4745
YNL012W	386	573	397
YNR029C	1423	1949	1537
YNL130C-A	11	16	14
YNL107W	752	970	786
YNR065C	1035	1775	1226
YNL332W	28	30	33
YNL023C	3313	4903	3808
YNR056C	344	416	294
YNL186W	6254	9838	7870
YNL153C	1724	2728	2225
YNL130C	4274	6056	4471
YNL088W	10092	14324	10996
YNL216W	5398	7450	5993
YNL276C	5	4	3
YNL108C	455	586	510
YNL252C	1153	1870	1356
YNL181W	1777	2658	1956
YNL197C	3582	5321	4527
YNL064C	23973	34153	25895
YNL202W	134	229	181
YNL283C	3297	4899	4183
YNL147W	1098	1438	1270
YNL286W	835	1135	835
YNL337W	0	1	12
YNL322C	5764	7781	6387
YNL158W	765	1021	821
YNL168C	1943	2893	2326
YNL259C	616	764	858
YNR022C	1030	1432	1036
YNR077C	2	1	6
YNL068C	3478	4552	3846
tI(AAU)N2	0	0	0
YNL037C	5558	9417	6039
YNL085W	19726	25975	20069
YNL051W	1359	1799	1518
YNL148C	309	372	355
YNR075C-A	81	181	124
YNL255C	11052	12861	11040
YNL070W	1088	1776	1591
tD(GUC)N	48	44	38
tT(AGU)N1	4	8	11
YNL271C	8950	13741	10831
YNL198C	14	18	16
YNR018W	3201	5496	4900
YNL327W	18291	26498	21833
YNL236W	2734	3950	3149
YNR001W-A	4	16	15
YNL053W	1374	1934	1513
YNL281W	5010	6863	5175
YNL279W	495	692	564
YNL156C	1572	2399	1842
YNL260C	481	722	558
YNL222W	568	740	625
YNL235C	2	2	1
YNR059W	884	1439	1118
YNR044W	886	1326	1148
YNL225C	1064	1445	1137
YNL215W	235	358	326
YNL326C	666	1043	774
YNL100W	1178	1708	1300
YNR009W	688	980	950
YNR066C	519	746	545
YNL339W-A	0	0	0
snR66	99	129	140
YNL266W	3	5	3
YNL292W	1942	2772	2250
YNL242W	2005	2993	2301
YNR057C	145	202	198
tG(UCC)N	0	0	0
YNL067W-B	7	7	4
YNL166C	2301	3215	2547
YNL111C	1430	2154	1973
YNL069C	64110	86494	72109
YNL277W-A	11	15	14
YNL128W	134	162	145
YNL300W	2934	3895	3344
YNL179C	182	229	171
YNR050C	3467	4910	3550
snR49	1305	2216	2095
YNL138W	9615	14828	11460
YNR048W	921	1399	1109
YNL302C	31532	44399	38578
YNL045W	4578	7006	5040
YNL125C	1333	1969	1410
YNL207W	2577	3762	2963
YNR011C	1807	2556	2124
YNL241C	9207	14313	10145
YNL112W	15258	22785	19005
YNL249C	692	1015	770
YNL270C	110	114	109
YNL115C	1306	1877	1444
YNL073W	1852	2923	2044
YNL082W	1401	1956	1518
YNL097C-B	156	211	160
YNR034W-A	173	211	194
YNL296W	0	0	0
YNL138W-A	361	488	403
YNL196C	118	147	117
YNL109W	33	69	49
YNL101W	3197	4543	3432
YNR012W	2203	3092	2377
YNL114C	2	3	1
YNL237W	478	708	592
YNL084C	3250	4268	3417
YNL289W	1352	2167	1873
YNL171C	0	0	0
YNL208W	6946	9608	7464
YNL010W	7608	10473	8833
YNL134C	1616	2657	1811
YNR053C	9491	14284	11292
tP(AGG)N	6	5	4
YNL231C	3829	5856	5223
YNL230C	602	900	753
YNL339W-B	0	0	0
YNL258C	2548	3664	2837
YNL328C	308	420	336
YNL081C	1168	1636	1275
YNR037C	588	992	794
YNR063W	568	855	607
YNL339C	1	2	0
YNR060W	619	827	711
YNL287W	22546	30997	23681
YNL095C	1897	2847	1940
YNL096C	20042	28961	25181
YNL282W	546	733	592
YNL047C	1443	2102	1601
YNL139C	6421	9210	7058
tP(UGG)N1	0	0	0
YNL298W	2358	3153	2761
YNL113W	800	1066	820
YNR003C	1350	1840	1528
YNL316C	804	1049	798
YNL016W	18802	26870	21601
YNL330C	2373	3481	2771
YNR010W	423	604	560
YNL172W	2317	3514	2732
YNL132W	13986	19036	14566
YNR027W	1000	1392	1184
YNL083W	618	984	787
YNL013C	0	0	1
YNL164C	583	879	750
YNL274C	541	760	568
YNL176C	1958	2678	2304
YNR061C	2008	2640	2203
YNL303W	168	187	163
YNR035C	4742	6800	5668
YNL160W	3558	5278	5372
YNR024W	137	263	213
YNL024C	382	558	452
YNL018C	151	244	271
YNL033W	103	172	181
YNL141W	5505	7497	6447
YNL320W	937	1394	1072
YNL204C	204	279	219
YNL106C	1429	2139	1784
YNL338W	0	1	6
YNL161W	3265	4547	3637
YNL247W	13443	19245	15103
YNL285W	3	10	4
YNL062C	3517	5125	4111
YNL325C	1027	1397	1069
YNL046W	742	1268	969
YNL032W	1111	1647	1256
YNL135C	10896	15755	13033
YNL212W	4076	5552	4217
YNL243W	8779	12177	9929
YNL103W	2452	3740	2912
YNL144W-A	0	0	0
YNL333W	143	209	163
YNL027W	3332	4254	3863
YNL278W	1699	2309	1987
YNL144C	686	1042	840
YNL159C	880	1190	907
YNL220W	8708	13382	8986
YNL184C	0	6	2
YNL336W	388	614	453
YNL264C	1610	2411	2048
YNL136W	525	839	743
YNL185C	536	881	619
YNL219C	4274	6550	4932
YNL079C	11674	15261	12435
YNL244C	6319	8892	7705
YNL054W-B	4840	8145	4958
YNL284C-B	1487	2572	1427
YNL284C-A	0	0	0
YNL054W-A	0	0	0
YJL160C	77	106	93
YJL204C	1749	2400	1976
YJR105W	16474	23406	19226
YJR129C	711	1037	843
YJL139C	919	1349	1035
YJL062W-A	573	982	750
YJL110C	1588	2351	2001
YJR088C	1518	2350	1786
YJL213W	488	786	495
YJR046W	3327	5016	3356
YJL020C	6215	9409	8056
YJL187C	2811	4108	3254
YJR131W	1485	2170	1634
YJL133W	1610	2327	1839
YJL086C	2	3	3
YJR053W	867	1267	992
YJR044C	1275	1788	1423
YJR100C	807	1203	958
YJR012C	348	368	337
YJR067C	317	490	411
YJR146W	103	207	149
YJR140W-A	0	0	0
YJR130C	1037	1451	1019
YJR069C	2121	3436	2612
tV(AAC)J	2	2	5
YJR120W	720	1097	856
YJL186W	6563	9344	7180
YJL008C	9716	13742	10506
YJL061W	4235	5947	4449
YJR085C	1606	2144	1863
YJR040W	2731	4115	3023
YJL189W	18	32	28
YJR039W	840	1153	911
YJL202C	20	21	22
YJL009W	158	236	185
YJR005W	3300	4335	3497
YJL006C	655	1172	910
YJR150C	13	24	22
YJR098C	577	778	599
YJL103C	522	685	519
YJL156C	1942	2740	2072
YJL185C	313	444	369
YJL135W	9	8	7
YJR138W	2883	4191	3388
YJL108C	606	799	573
YJR037W	7	7	5
YJR079W	15	34	22
YJR049C	2126	3215	2194
YJR008W	491	757	510
YJR023C	0	0	0
YJR002W	5417	8113	6032
YJR145C	85621	115115	100719
YJR048W	1496	2315	1910
YJR009C	100189	156447	123155
YJL222W-A	0	0	0
YJL173C	1347	2067	1741
YJR014W	3339	5101	3923
YJR135W-A	967	1470	1250
YJR045C	47640	78171	51705
YJL176C	2913	4312	3282
YJL193W	889	1331	1090
YJR128W	43	80	51
YJL159W	57227	81995	63583
YJL030W	598	876	697
YJL047C	1378	2249	1714
YJL194W	637	955	832
YJL195C	0	0	2
YJR108W	111	135	110
YJL199C	82	113	118
YJL216C	226	344	256
YJL011C	778	1244	941
YJR060W	1808	2574	2227
YJR119C	510	742	542
YJR092W	6583	9043	7787
YJL051W	1652	2160	1815
YJR071W	51	63	48
YJR115W	186	259	215
YJL010C	4875	7279	5400
YJL084C	2641	3782	3183
YJR030C	1785	2750	1999
YJL119C	5	4	3
YJL221C	0	0	0
YJR140C	4077	5808	4452
YJR161C	500	688	547
YJL136C	21710	30038	29778
tR(ACG)J	10	23	33
YJL146W	959	1334	1092
YJL060W	2903	4358	3317
tW(CCA)J	0	2	10
YJL117W	6182	8754	7063
YJL149W	971	1442	1208
YJR063W	1881	2677	2467
YJL067W	19	46	18
YJL164C	1207	1825	1355
YJL223C	0	0	0
YJL079C	1779	2829	2725
snR3	3475	8793	11640
YJL156W-A	169	249	210
YJL106W	321	408	325
YJL171C	6021	8934	7368
YJL058C	566	814	619
tL(UAG)J	0	2	3
YJL132W	421	653	448
YJL172W	9545	13732	10481
YJR114W	14	18	11
YJL093C	1962	3107	2216
YJL163C	393	532	446
YJR153W	302	422	320
YJL179W	1006	1210	1078
YJR080C	1247	1724	1351
YJL037W	23	46	55
YJL104W	1327	1826	1330
YJL050W	11958	17781	13383
YJL002C	10749	15824	12221
YJR084W	940	1419	1189
YJL220W	3	1	4
YJR034W	266	514	379
YJR019C	466	760	599
YJR093C	1093	1639	1343
YJL201W	1712	2459	1963
YJL161W	105	163	142
YJR021C	578	847	703
YJL070C	856	1311	1067
snR128	2976	4238	6413
YJL029C	3260	4685	3687
YJR010W	1180	2375	1046
YJR151W-A	5	7	10
tD(GUC)J3	3	4	7
YJR144W	2018	2973	2541
YJL073W	1508	2193	1750
YJL022W	0	2	5
YJR038C	10	11	23
snR37	109406	150520	196925
YJR094W-A	18273	21980	21162
YJL052W	8818	11573	9364
YJR139C	20410	28450	21992
YJR158W	4	2	7
YJL089W	177	230	232
YJL077W-B	47	110	61
YJL016W	1619	2308	1763
YJL127W-A	208	248	202
YJR007W	10963	14414	11669
tA(AGC)J	0	2	0
YJR096W	1092	1663	1201
YJL032W	1	5	2
YJR065C	8273	11553	9472
