run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	sra_ftp	sample_alias
ERR459169	SAMEA2401378	ERX425516	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459169/ERR459169.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459169	wt_sample299
ERR458964	SAMEA2401173	ERX425311	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458964/ERR458964.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458964	wt_sample94
ERR458647	SAMEA2400851	ERX424994	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458647/ERR458647.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458647	mu_sample148
ERR458649	SAMEA2400853	ERX424996	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458649/ERR458649.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458649	mu_sample150
ERR459172	SAMEA2401381	ERX425519	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459172/ERR459172.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459172	wt_sample302
ERR458650	SAMEA2400854	ERX424997	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458650/ERR458650.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458650	mu_sample151
ERR458966	SAMEA2401175	ERX425313	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458966/ERR458966.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458966	wt_sample96
ERR459176	SAMEA2401385	ERX425523	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459176/ERR459176.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459176	wt_sample306
ERR458652	SAMEA2400856	ERX424999	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458652/ERR458652.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458652	mu_sample153
ERR458967	SAMEA2401176	ERX425314	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458967/ERR458967.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458967	wt_sample97
ERR459177	SAMEA2401386	ERX425524	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459177/ERR459177.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459177	wt_sample307
ERR458653	SAMEA2400857	ERX425000	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458653/ERR458653.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458653	mu_sample154
ERR458969	SAMEA2401178	ERX425316	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458969/ERR458969.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458969	wt_sample99
ERR459182	SAMEA2401391	ERX425529	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459182/ERR459182.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459182	wt_sample312
ERR458970	SAMEA2401179	ERX425317	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458970/ERR458970.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458970	wt_sample100
ERR458659	SAMEA2400863	ERX425006	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458659/ERR458659.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458659	mu_sample160
ERR459187	SAMEA2401396	ERX425534	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459187/ERR459187.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459187	wt_sample317
ERR458975	SAMEA2401184	ERX425322	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458975/ERR458975.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458975	wt_sample105
ERR458981	SAMEA2401190	ERX425328	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458981/ERR458981.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458981	wt_sample111
ERR459191	SAMEA2401400	ERX425538	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459191/ERR459191.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459191	wt_sample321
ERR458666	SAMEA2400870	ERX425013	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458666/ERR458666.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458666	mu_sample167
ERR458983	SAMEA2401192	ERX425330	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458983/ERR458983.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458983	wt_sample113
ERR458669	SAMEA2400873	ERX425016	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458669/ERR458669.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458669	mu_sample170
ERR459193	SAMEA2401402	ERX425540	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459193/ERR459193.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459193	wt_sample323
ERR458987	SAMEA2401196	ERX425334	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458987/ERR458987.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458987	wt_sample117
ERR458672	SAMEA2400876	ERX425019	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458672/ERR458672.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458672	mu_sample173
ERR458990	SAMEA2401199	ERX425337	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458990/ERR458990.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458990	wt_sample120
ERR459194	SAMEA2401403	ERX425541	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459194/ERR459194.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459194	wt_sample324
ERR458684	SAMEA2400888	ERX425031	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458684/ERR458684.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458684	mu_sample185
ERR459197	SAMEA2401406	ERX425544	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459197/ERR459197.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459197	wt_sample327
ERR458991	SAMEA2401200	ERX425338	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458991/ERR458991.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458991	wt_sample121
ERR459200	SAMEA2401409	ERX425547	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459200/ERR459200.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459200	wt_sample330
ERR458688	SAMEA2400892	ERX425035	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458688/ERR458688.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458688	mu_sample189
ERR458997	SAMEA2401206	ERX425344	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458997/ERR458997.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458997	wt_sample127
ERR458690	SAMEA2400894	ERX425037	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458690/ERR458690.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458690	mu_sample191
ERR459201	SAMEA2401410	ERX425548	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459201/ERR459201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459201	wt_sample331
ERR458998	SAMEA2401207	ERX425345	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458998/ERR458998.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458998	wt_sample128
ERR459202	SAMEA2401411	ERX425549	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459202/ERR459202.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459202	wt_sample332
ERR458692	SAMEA2400896	ERX425039	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458692/ERR458692.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458692	mu_sample193
ERR459001	SAMEA2401210	ERX425348	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459001/ERR459001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459001	wt_sample131
ERR458694	SAMEA2400898	ERX425041	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458694/ERR458694.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458694	mu_sample195
ERR459002	SAMEA2401211	ERX425349	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459002/ERR459002.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459002	wt_sample132
ERR459203	SAMEA2401412	ERX425550	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459203/ERR459203.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459203	wt_sample333
ERR458697	SAMEA2400901	ERX425044	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458697/ERR458697.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458697	mu_sample198
ERR459003	SAMEA2401212	ERX425350	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459003/ERR459003.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459003	wt_sample133
ERR459204	SAMEA2401413	ERX425551	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459204/ERR459204.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459204	wt_sample334
ERR458702	SAMEA2400906	ERX425049	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458702/ERR458702.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458702	mu_sample203
ERR459004	SAMEA2401213	ERX425351	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459004/ERR459004.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459004	wt_sample134
ERR458705	SAMEA2400909	ERX425052	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458705/ERR458705.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458705	mu_sample206
ERR459010	SAMEA2401219	ERX425357	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459010/ERR459010.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459010	wt_sample140
ERR459013	SAMEA2401222	ERX425360	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459013/ERR459013.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459013	wt_sample143
ERR458707	SAMEA2400911	ERX425054	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458707/ERR458707.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458707	mu_sample208
ERR459014	SAMEA2401223	ERX425361	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459014/ERR459014.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459014	wt_sample144
ERR458709	SAMEA2400913	ERX425056	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458709/ERR458709.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458709	mu_sample210
ERR459016	SAMEA2401225	ERX425363	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459016/ERR459016.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459016	wt_sample146
ERR458713	SAMEA2400917	ERX425060	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458713/ERR458713.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458713	mu_sample214
ERR459017	SAMEA2401226	ERX425364	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459017/ERR459017.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459017	wt_sample147
ERR458715	SAMEA2400919	ERX425062	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458715/ERR458715.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458715	mu_sample216
ERR459019	SAMEA2401228	ERX425366	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459019/ERR459019.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459019	wt_sample149
ERR458722	SAMEA2400926	ERX425069	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458722/ERR458722.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458722	mu_sample223
ERR459020	SAMEA2401229	ERX425367	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459020/ERR459020.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459020	wt_sample150
ERR458723	SAMEA2400927	ERX425070	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458723/ERR458723.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458723	mu_sample224
ERR459021	SAMEA2401230	ERX425368	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459021/ERR459021.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459021	wt_sample151
ERR458724	SAMEA2400928	ERX425071	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458724/ERR458724.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458724	mu_sample225
ERR459023	SAMEA2401232	ERX425370	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459023/ERR459023.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459023	wt_sample153
ERR458726	SAMEA2400930	ERX425073	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458726/ERR458726.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458726	mu_sample227
ERR458727	SAMEA2400931	ERX425074	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458727/ERR458727.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458727	mu_sample228
ERR459024	SAMEA2401233	ERX425371	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459024/ERR459024.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459024	wt_sample154
ERR458730	SAMEA2400934	ERX425077	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458730/ERR458730.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458730	mu_sample231
ERR459026	SAMEA2401235	ERX425373	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459026/ERR459026.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459026	wt_sample156
ERR458734	SAMEA2400938	ERX425081	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458734/ERR458734.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458734	mu_sample235
ERR459036	SAMEA2401245	ERX425383	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459036/ERR459036.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459036	wt_sample166
ERR458738	SAMEA2400942	ERX425085	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458738/ERR458738.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458738	mu_sample239
ERR459039	SAMEA2401248	ERX425386	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459039/ERR459039.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459039	wt_sample169
ERR458745	SAMEA2400949	ERX425092	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458745/ERR458745.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458745	mu_sample246
ERR459041	SAMEA2401250	ERX425388	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459041/ERR459041.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459041	wt_sample171
ERR458746	SAMEA2400950	ERX425093	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458746/ERR458746.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458746	mu_sample247
ERR459043	SAMEA2401252	ERX425390	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459043/ERR459043.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459043	wt_sample173
ERR458748	SAMEA2400952	ERX425095	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458748/ERR458748.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458748	mu_sample249
ERR459047	SAMEA2401256	ERX425394	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459047/ERR459047.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459047	wt_sample177
ERR458749	SAMEA2400953	ERX425096	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458749/ERR458749.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458749	mu_sample250
ERR459049	SAMEA2401258	ERX425396	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459049/ERR459049.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459049	wt_sample179
ERR458750	SAMEA2400954	ERX425097	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458750/ERR458750.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458750	mu_sample251
ERR459055	SAMEA2401264	ERX425402	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459055/ERR459055.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459055	wt_sample185
ERR458751	SAMEA2400955	ERX425098	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458751/ERR458751.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458751	mu_sample252
ERR458754	SAMEA2400958	ERX425101	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458754/ERR458754.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458754	mu_sample255
ERR459062	SAMEA2401271	ERX425409	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459062/ERR459062.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459062	wt_sample192
ERR459069	SAMEA2401278	ERX425416	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459069/ERR459069.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459069	wt_sample199
ERR458758	SAMEA2400962	ERX425105	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458758/ERR458758.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458758	mu_sample259
ERR459074	SAMEA2401283	ERX425421	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459074/ERR459074.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459074	wt_sample204
ERR458760	SAMEA2400964	ERX425107	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458760/ERR458760.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458760	mu_sample261
ERR459079	SAMEA2401288	ERX425426	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459079/ERR459079.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459079	wt_sample209
ERR458766	SAMEA2400970	ERX425113	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458766/ERR458766.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458766	mu_sample267
ERR459081	SAMEA2401290	ERX425428	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459081/ERR459081.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459081	wt_sample211
ERR458767	SAMEA2400971	ERX425114	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458767/ERR458767.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458767	mu_sample268
ERR459083	SAMEA2401292	ERX425430	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459083/ERR459083.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459083	wt_sample213
ERR458771	SAMEA2400975	ERX425118	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458771/ERR458771.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458771	mu_sample272
ERR458776	SAMEA2400980	ERX425123	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458776/ERR458776.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458776	mu_sample277
ERR459084	SAMEA2401293	ERX425431	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459084/ERR459084.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459084	wt_sample214
ERR458778	SAMEA2400982	ERX425125	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458778/ERR458778.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458778	mu_sample279
ERR459089	SAMEA2401298	ERX425436	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459089/ERR459089.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459089	wt_sample219
ERR459094	SAMEA2401303	ERX425441	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459094/ERR459094.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459094	wt_sample224
